1,Dzone Java,https://dzone.com/,https://dzone.com/themes/dz20/images/dz_cropped.png, http://feeds.dzone.com/java
2,Dzone Cloud,https://dzone.com/,https://dzone.com/themes/dz20/images/dz_cropped.png, http://feeds.dzone.com/cloud
